1,1,41.12873326467558,101.62962962962962,37.63542739443874,45.51111111111111,1,1,0.0
1,2,28.67147270854789,111.28888888888889,91.28733264675593,75.61481481481479,1,1,1.0
1,3,459.0072090628219,201.4222222222222,105.26055612770328,118.99259259259263,1,1,1.0
1,4,177.16992790937175,510.1629629629629,155.4191555097838,77.57037037037036,1,1,1.0
1,5,223.43975283213183,401.837037037037,144.01647785787847,129.1851851851852,1,1,1.0
1,6,235.76519052523176,60.029629629629625,125.42945417095775,61.45185185185185,1,1,1.0
2,1,41.095777548918655,102.07407407407406,37.14109165808446,44.77037037037037,1,1,0.0
2,2,28.882389289392414,110.19259259259258,90.25252317198762,76.91851851851852,1,1,1.0
2,3,459.56745623069,201.45185185185184,101.80020597322351,118.6666666666667,1,1,1.0
2,4,175.8516992790937,509.3392592592592,157.13285272914527,77.97925925925928,1,1,1.0
2,5,223.7495365602472,402.0918518518518,143.4760041194645,129.04888888888888,1,1,1.0
2,6,235.44222451081362,59.94666666666666,125.77878475798143,61.56444444444445,1,1,1.0
3,1,41.062821833161664,102.51851851851852,36.64675592173019,44.02962962962963,1,1,0.0
3,2,29.09330587023686,109.09037037037037,89.21771369721938,78.22814814814815,1,1,1.0
3,3,460.12770339855814,201.48148148148147,100.38311019567469,114.48888888888891,1,1,1.0
3,4,176.7744593202884,509.80740740740737,155.4191555097837,78.63703703703706,1,1,1.0
3,5,224.0527291452111,402.3525925925926,142.94212152420187,128.90666666666664,1,1,1.0
3,6,235.1192584963955,59.85777777777778,126.12811534500517,61.68888888888889,1,1,1.0
4,1,40.983728115344974,102.60740740740741,36.56766220391351,43.63259259259259,1,1,0.0
4,2,29.304222451081383,108.50370370370369,89.53408856848604,77.8074074074074,1,1,1.0
4,3,460.5890834191555,201.06666666666666,99.19670442842431,114.07407407407403,1,1,1.0
4,4,177.10401647785793,508.7348148148148,154.95777548918636,79.11703703703702,1,1,1.0
4,5,224.36251287332647,402.6074074074074,142.03913491246146,127.94074074074072,1,1,1.0
4,6,234.79629248197736,59.77481481481482,126.48403707518021,61.801481481481474,1,1,1.0
5,1,40.8980432543769,102.6962962962963,36.4951596292482,43.23555555555554,1,1,0.0
5,2,29.521730175077217,106.89777777777776,98.7155509783728,77.35111111111112,1,1,1.0
5,3,460.08156539649843,199.4785185185185,99.19670442842431,114.7733333333333,1,1,1.0
5,4,175.7330587023687,509.6,155.99917610710605,78.84444444444442,1,1,1.0
5,5,223.55839340885683,402.21037037037036,142.5532440782699,129.14370370370366,1,1,1.0
5,6,234.47332646755925,59.68592592592592,126.83336766220388,61.925925925925924,1,1,1.0
6,1,40.81894953656022,102.78518518518517,36.42265705458298,42.838518518518526,1,1,0.0
6,2,29.88424304840373,106.64888888888888,91.45870236869207,81.43999999999998,1,1,1.0
6,3,459.5806385169928,197.89037037037036,99.19670442842431,115.47259259259256,1,1,1.0
6,4,174.3555097837281,510.4592592592592,157.04716786817713,78.57777777777778,1,1,1.0
6,5,222.74768280123587,401.8133333333333,143.07394438722963,130.3466666666667,1,1,1.0
6,6,234.1569515962925,59.602962962962955,127.17610710607624,62.03851851851852,1,1,1.0
7,1,40.733264675592146,102.87407407407406,36.35015447991767,42.44148148148148,1,1,0.0
7,2,31.17610710607618,106.37037037037037,91.57075180226575,80.88888888888889,1,1,1.0
7,3,459.07312049433574,196.30814814814812,99.19670442842431,116.1659259259259,1,1,1.0
7,4,173.0175077239959,509.68888888888887,156.21009268795058,81.12592592592591,1,1,1.0
